ID,Name,Typings,Stats,Abilities,Evolution_condition,Rarity,Region
0257,Blaziken Mega Blaziken,Fire Fighting,"{'Total': '630', 'HP': '80', 'Attack': '160', 'Defense': '80', 'Sp. Atk': '130', 'Sp. Def': '80', 'Speed': '100'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0258,Mudkip,Water ,"{'Total': '310', 'HP': '50', 'Attack': '70', 'Defense': '50', 'Sp. Atk': '50', 'Sp. Def': '50', 'Speed': '40'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0259,Marshtomp,Water Ground,"{'Total': '405', 'HP': '70', 'Attack': '85', 'Defense': '70', 'Sp. Atk': '60', 'Sp. Def': '70', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0260,Swampert,Water Ground,"{'Total': '535', 'HP': '100', 'Attack': '110', 'Defense': '90', 'Sp. Atk': '85', 'Sp. Def': '90', 'Speed': '60'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0260,Swampert Mega Swampert,Water Ground,"{'Total': '635', 'HP': '100', 'Attack': '150', 'Defense': '110', 'Sp. Atk': '95', 'Sp. Def': '110', 'Speed': '70'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0261,Poochyena,Dark ,"{'Total': '220', 'HP': '35', 'Attack': '55', 'Defense': '35', 'Sp. Atk': '30', 'Sp. Def': '30', 'Speed': '35'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0262,Mightyena,Dark ,"{'Total': '420', 'HP': '70', 'Attack': '90', 'Defense': '70', 'Sp. Atk': '60', 'Sp. Def': '60', 'Speed': '70'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0263,Zigzagoon,Normal ,"{'Total': '240', 'HP': '38', 'Attack': '30', 'Defense': '41', 'Sp. Atk': '30', 'Sp. Def': '41', 'Speed': '60'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0263,Zigzagoon Galarian Zigzagoon,Dark Normal,"{'Total': '240', 'HP': '38', 'Attack': '30', 'Defense': '41', 'Sp. Atk': '30', 'Sp. Def': '41', 'Speed': '60'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0264,Linoone,Normal ,"{'Total': '420', 'HP': '78', 'Attack': '70', 'Defense': '61', 'Sp. Atk': '50', 'Sp. Def': '61', 'Speed': '100'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0264,Linoone Galarian Linoone,Dark Normal,"{'Total': '420', 'HP': '78', 'Attack': '70', 'Defense': '61', 'Sp. Atk': '50', 'Sp. Def': '61', 'Speed': '100'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0265,Wurmple,Bug ,"{'Total': '195', 'HP': '45', 'Attack': '45', 'Defense': '35', 'Sp. Atk': '20', 'Sp. Def': '30', 'Speed': '20'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0266,Silcoon,Bug ,"{'Total': '205', 'HP': '50', 'Attack': '35', 'Defense': '55', 'Sp. Atk': '25', 'Sp. Def': '25', 'Speed': '15'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0267,Beautifly,Bug Flying,"{'Total': '395', 'HP': '60', 'Attack': '70', 'Defense': '50', 'Sp. Atk': '100', 'Sp. Def': '50', 'Speed': '65'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0268,Cascoon,Bug ,"{'Total': '205', 'HP': '50', 'Attack': '35', 'Defense': '55', 'Sp. Atk': '25', 'Sp. Def': '25', 'Speed': '15'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0269,Dustox,Bug Poison,"{'Total': '385', 'HP': '60', 'Attack': '50', 'Defense': '70', 'Sp. Atk': '50', 'Sp. Def': '90', 'Speed': '65'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0270,Lotad,Water Grass,"{'Total': '220', 'HP': '40', 'Attack': '30', 'Defense': '30', 'Sp. Atk': '40', 'Sp. Def': '50', 'Speed': '30'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0271,Lombre,Water Grass,"{'Total': '340', 'HP': '60', 'Attack': '50', 'Defense': '50', 'Sp. Atk': '60', 'Sp. Def': '70', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0272,Ludicolo,Water Grass,"{'Total': '480', 'HP': '80', 'Attack': '70', 'Defense': '70', 'Sp. Atk': '90', 'Sp. Def': '100', 'Speed': '70'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0273,Seedot,Grass ,"{'Total': '220', 'HP': '40', 'Attack': '40', 'Defense': '50', 'Sp. Atk': '30', 'Sp. Def': '30', 'Speed': '30'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0274,Nuzleaf,Grass Dark,"{'Total': '340', 'HP': '70', 'Attack': '70', 'Defense': '40', 'Sp. Atk': '60', 'Sp. Def': '40', 'Speed': '60'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0275,Shiftry,Grass Dark,"{'Total': '480', 'HP': '90', 'Attack': '100', 'Defense': '60', 'Sp. Atk': '90', 'Sp. Def': '60', 'Speed': '80'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0276,Taillow,Normal Flying,"{'Total': '270', 'HP': '40', 'Attack': '55', 'Defense': '30', 'Sp. Atk': '30', 'Sp. Def': '30', 'Speed': '85'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0277,Swellow,Normal Flying,"{'Total': '455', 'HP': '60', 'Attack': '85', 'Defense': '60', 'Sp. Atk': '75', 'Sp. Def': '50', 'Speed': '125'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0278,Wingull,Water Flying,"{'Total': '270', 'HP': '40', 'Attack': '30', 'Defense': '30', 'Sp. Atk': '55', 'Sp. Def': '30', 'Speed': '85'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0279,Pelipper,Water Flying,"{'Total': '440', 'HP': '60', 'Attack': '50', 'Defense': '100', 'Sp. Atk': '95', 'Sp. Def': '70', 'Speed': '65'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0280,Ralts,Psychic Fairy,"{'Total': '198', 'HP': '28', 'Attack': '25', 'Defense': '25', 'Sp. Atk': '45', 'Sp. Def': '35', 'Speed': '40'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0281,Kirlia,Psychic Fairy,"{'Total': '278', 'HP': '38', 'Attack': '35', 'Defense': '35', 'Sp. Atk': '65', 'Sp. Def': '55', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0282,Gardevoir,Psychic Fairy,"{'Total': '518', 'HP': '68', 'Attack': '65', 'Defense': '65', 'Sp. Atk': '125', 'Sp. Def': '115', 'Speed': '80'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0282,Gardevoir Mega Gardevoir,Psychic Fairy,"{'Total': '618', 'HP': '68', 'Attack': '85', 'Defense': '65', 'Sp. Atk': '165', 'Sp. Def': '135', 'Speed': '100'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0283,Surskit,Bug Water,"{'Total': '269', 'HP': '40', 'Attack': '30', 'Defense': '32', 'Sp. Atk': '50', 'Sp. Def': '52', 'Speed': '65'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0284,Masquerain,Bug Flying,"{'Total': '454', 'HP': '70', 'Attack': '60', 'Defense': '62', 'Sp. Atk': '100', 'Sp. Def': '82', 'Speed': '80'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0285,Shroomish,Grass ,"{'Total': '295', 'HP': '60', 'Attack': '40', 'Defense': '60', 'Sp. Atk': '40', 'Sp. Def': '60', 'Speed': '35'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0286,Breloom,Grass Fighting,"{'Total': '460', 'HP': '60', 'Attack': '130', 'Defense': '80', 'Sp. Atk': '60', 'Sp. Def': '60', 'Speed': '70'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0287,Slakoth,Normal ,"{'Total': '280', 'HP': '60', 'Attack': '60', 'Defense': '60', 'Sp. Atk': '35', 'Sp. Def': '35', 'Speed': '30'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0288,Vigoroth,Normal ,"{'Total': '440', 'HP': '80', 'Attack': '80', 'Defense': '80', 'Sp. Atk': '55', 'Sp. Def': '55', 'Speed': '90'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0289,Slaking,Normal ,"{'Total': '670', 'HP': '150', 'Attack': '160', 'Defense': '100', 'Sp. Atk': '95', 'Sp. Def': '65', 'Speed': '100'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0290,Nincada,Bug Ground,"{'Total': '266', 'HP': '31', 'Attack': '45', 'Defense': '90', 'Sp. Atk': '30', 'Sp. Def': '30', 'Speed': '40'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0291,Ninjask,Bug Flying,"{'Total': '456', 'HP': '61', 'Attack': '90', 'Defense': '45', 'Sp. Atk': '50', 'Sp. Def': '50', 'Speed': '160'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0292,Shedinja,Bug Ghost,"{'Total': '236', 'HP': '1', 'Attack': '90', 'Defense': '45', 'Sp. Atk': '30', 'Sp. Def': '30', 'Speed': '40'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0293,Whismur,Normal ,"{'Total': '240', 'HP': '64', 'Attack': '51', 'Defense': '23', 'Sp. Atk': '51', 'Sp. Def': '23', 'Speed': '28'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0294,Loudred,Normal ,"{'Total': '360', 'HP': '84', 'Attack': '71', 'Defense': '43', 'Sp. Atk': '71', 'Sp. Def': '43', 'Speed': '48'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0295,Exploud,Normal ,"{'Total': '490', 'HP': '104', 'Attack': '91', 'Defense': '63', 'Sp. Atk': '91', 'Sp. Def': '73', 'Speed': '68'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0296,Makuhita,Fighting ,"{'Total': '237', 'HP': '72', 'Attack': '60', 'Defense': '30', 'Sp. Atk': '20', 'Sp. Def': '30', 'Speed': '25'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0297,Hariyama,Fighting ,"{'Total': '474', 'HP': '144', 'Attack': '120', 'Defense': '60', 'Sp. Atk': '40', 'Sp. Def': '60', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0298,Azurill,Normal Fairy,"{'Total': '190', 'HP': '50', 'Attack': '20', 'Defense': '40', 'Sp. Atk': '20', 'Sp. Def': '40', 'Speed': '20'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0299,Nosepass,Rock ,"{'Total': '375', 'HP': '30', 'Attack': '45', 'Defense': '135', 'Sp. Atk': '45', 'Sp. Def': '90', 'Speed': '30'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0300,Skitty,Normal ,"{'Total': '260', 'HP': '50', 'Attack': '45', 'Defense': '45', 'Sp. Atk': '35', 'Sp. Def': '35', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0301,Delcatty,Normal ,"{'Total': '400', 'HP': '70', 'Attack': '65', 'Defense': '65', 'Sp. Atk': '55', 'Sp. Def': '55', 'Speed': '90'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0302,Sableye,Dark Ghost,"{'Total': '380', 'HP': '50', 'Attack': '75', 'Defense': '75', 'Sp. Atk': '65', 'Sp. Def': '65', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0302,Sableye Mega Sableye,Dark Ghost,"{'Total': '480', 'HP': '50', 'Attack': '85', 'Defense': '125', 'Sp. Atk': '85', 'Sp. Def': '115', 'Speed': '20'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0303,Mawile,Steel Fairy,"{'Total': '380', 'HP': '50', 'Attack': '85', 'Defense': '85', 'Sp. Atk': '55', 'Sp. Def': '55', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0303,Mawile Mega Mawile,Steel Fairy,"{'Total': '480', 'HP': '50', 'Attack': '105', 'Defense': '125', 'Sp. Atk': '55', 'Sp. Def': '95', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0304,Aron,Steel Rock,"{'Total': '330', 'HP': '50', 'Attack': '70', 'Defense': '100', 'Sp. Atk': '40', 'Sp. Def': '40', 'Speed': '30'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0305,Lairon,Steel Rock,"{'Total': '430', 'HP': '60', 'Attack': '90', 'Defense': '140', 'Sp. Atk': '50', 'Sp. Def': '50', 'Speed': '40'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0306,Aggron,Steel Rock,"{'Total': '530', 'HP': '70', 'Attack': '110', 'Defense': '180', 'Sp. Atk': '60', 'Sp. Def': '60', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0306,Aggron Mega Aggron,Steel ,"{'Total': '630', 'HP': '70', 'Attack': '140', 'Defense': '230', 'Sp. Atk': '60', 'Sp. Def': '80', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0307,Meditite,Fighting Psychic,"{'Total': '280', 'HP': '30', 'Attack': '40', 'Defense': '55', 'Sp. Atk': '40', 'Sp. Def': '55', 'Speed': '60'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0308,Medicham,Fighting Psychic,"{'Total': '410', 'HP': '60', 'Attack': '60', 'Defense': '75', 'Sp. Atk': '60', 'Sp. Def': '75', 'Speed': '80'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0308,Medicham Mega Medicham,Fighting Psychic,"{'Total': '510', 'HP': '60', 'Attack': '100', 'Defense': '85', 'Sp. Atk': '80', 'Sp. Def': '85', 'Speed': '100'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0309,Electrike,Electric ,"{'Total': '295', 'HP': '40', 'Attack': '45', 'Defense': '40', 'Sp. Atk': '65', 'Sp. Def': '40', 'Speed': '65'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0310,Manectric,Electric ,"{'Total': '475', 'HP': '70', 'Attack': '75', 'Defense': '60', 'Sp. Atk': '105', 'Sp. Def': '60', 'Speed': '105'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0310,Manectric Mega Manectric,Electric ,"{'Total': '575', 'HP': '70', 'Attack': '75', 'Defense': '80', 'Sp. Atk': '135', 'Sp. Def': '80', 'Speed': '135'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0311,Plusle,Electric ,"{'Total': '405', 'HP': '60', 'Attack': '50', 'Defense': '40', 'Sp. Atk': '85', 'Sp. Def': '75', 'Speed': '95'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0312,Minun,Electric ,"{'Total': '405', 'HP': '60', 'Attack': '40', 'Defense': '50', 'Sp. Atk': '75', 'Sp. Def': '85', 'Speed': '95'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0313,Volbeat,Bug ,"{'Total': '430', 'HP': '65', 'Attack': '73', 'Defense': '75', 'Sp. Atk': '47', 'Sp. Def': '85', 'Speed': '85'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0314,Illumise,Bug ,"{'Total': '430', 'HP': '65', 'Attack': '47', 'Defense': '75', 'Sp. Atk': '73', 'Sp. Def': '85', 'Speed': '85'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0315,Roselia,Grass Poison,"{'Total': '400', 'HP': '50', 'Attack': '60', 'Defense': '45', 'Sp. Atk': '100', 'Sp. Def': '80', 'Speed': '65'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0316,Gulpin,Poison ,"{'Total': '302', 'HP': '70', 'Attack': '43', 'Defense': '53', 'Sp. Atk': '43', 'Sp. Def': '53', 'Speed': '40'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0317,Swalot,Poison ,"{'Total': '467', 'HP': '100', 'Attack': '73', 'Defense': '83', 'Sp. Atk': '73', 'Sp. Def': '83', 'Speed': '55'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0318,Carvanha,Water Dark,"{'Total': '305', 'HP': '45', 'Attack': '90', 'Defense': '20', 'Sp. Atk': '65', 'Sp. Def': '20', 'Speed': '65'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0319,Sharpedo,Water Dark,"{'Total': '460', 'HP': '70', 'Attack': '120', 'Defense': '40', 'Sp. Atk': '95', 'Sp. Def': '40', 'Speed': '95'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0319,Sharpedo Mega Sharpedo,Water Dark,"{'Total': '560', 'HP': '70', 'Attack': '140', 'Defense': '70', 'Sp. Atk': '110', 'Sp. Def': '65', 'Speed': '105'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0320,Wailmer,Water ,"{'Total': '400', 'HP': '130', 'Attack': '70', 'Defense': '35', 'Sp. Atk': '70', 'Sp. Def': '35', 'Speed': '60'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0321,Wailord,Water ,"{'Total': '500', 'HP': '170', 'Attack': '90', 'Defense': '45', 'Sp. Atk': '90', 'Sp. Def': '45', 'Speed': '60'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0322,Numel,Fire Ground,"{'Total': '305', 'HP': '60', 'Attack': '60', 'Defense': '40', 'Sp. Atk': '65', 'Sp. Def': '45', 'Speed': '35'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0323,Camerupt,Fire Ground,"{'Total': '460', 'HP': '70', 'Attack': '100', 'Defense': '70', 'Sp. Atk': '105', 'Sp. Def': '75', 'Speed': '40'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0323,Camerupt Mega Camerupt,Fire Ground,"{'Total': '560', 'HP': '70', 'Attack': '120', 'Defense': '100', 'Sp. Atk': '145', 'Sp. Def': '105', 'Speed': '20'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0324,Torkoal,Fire ,"{'Total': '470', 'HP': '70', 'Attack': '85', 'Defense': '140', 'Sp. Atk': '85', 'Sp. Def': '70', 'Speed': '20'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0325,Spoink,Psychic ,"{'Total': '330', 'HP': '60', 'Attack': '25', 'Defense': '35', 'Sp. Atk': '70', 'Sp. Def': '80', 'Speed': '60'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0326,Grumpig,Psychic ,"{'Total': '470', 'HP': '80', 'Attack': '45', 'Defense': '65', 'Sp. Atk': '90', 'Sp. Def': '110', 'Speed': '80'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0327,Spinda,Normal ,"{'Total': '360', 'HP': '60', 'Attack': '60', 'Defense': '60', 'Sp. Atk': '60', 'Sp. Def': '60', 'Speed': '60'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0328,Trapinch,Ground ,"{'Total': '290', 'HP': '45', 'Attack': '100', 'Defense': '45', 'Sp. Atk': '45', 'Sp. Def': '45', 'Speed': '10'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0329,Vibrava,Ground Dragon,"{'Total': '340', 'HP': '50', 'Attack': '70', 'Defense': '50', 'Sp. Atk': '50', 'Sp. Def': '50', 'Speed': '70'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0330,Flygon,Ground Dragon,"{'Total': '520', 'HP': '80', 'Attack': '100', 'Defense': '80', 'Sp. Atk': '80', 'Sp. Def': '80', 'Speed': '100'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0331,Cacnea,Grass ,"{'Total': '335', 'HP': '50', 'Attack': '85', 'Defense': '40', 'Sp. Atk': '85', 'Sp. Def': '40', 'Speed': '35'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0332,Cacturne,Grass Dark,"{'Total': '475', 'HP': '70', 'Attack': '115', 'Defense': '60', 'Sp. Atk': '115', 'Sp. Def': '60', 'Speed': '55'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0333,Swablu,Normal Flying,"{'Total': '310', 'HP': '45', 'Attack': '40', 'Defense': '60', 'Sp. Atk': '40', 'Sp. Def': '75', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0334,Altaria,Dragon Flying,"{'Total': '490', 'HP': '75', 'Attack': '70', 'Defense': '90', 'Sp. Atk': '70', 'Sp. Def': '105', 'Speed': '80'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0334,Altaria Mega Altaria,Dragon Fairy,"{'Total': '590', 'HP': '75', 'Attack': '110', 'Defense': '110', 'Sp. Atk': '110', 'Sp. Def': '105', 'Speed': '80'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0335,Zangoose,Normal ,"{'Total': '458', 'HP': '73', 'Attack': '115', 'Defense': '60', 'Sp. Atk': '60', 'Sp. Def': '60', 'Speed': '90'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0336,Seviper,Poison ,"{'Total': '458', 'HP': '73', 'Attack': '100', 'Defense': '60', 'Sp. Atk': '100', 'Sp. Def': '60', 'Speed': '65'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0337,Lunatone,Rock Psychic,"{'Total': '460', 'HP': '90', 'Attack': '55', 'Defense': '65', 'Sp. Atk': '95', 'Sp. Def': '85', 'Speed': '70'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0338,Solrock,Rock Psychic,"{'Total': '460', 'HP': '90', 'Attack': '95', 'Defense': '85', 'Sp. Atk': '55', 'Sp. Def': '65', 'Speed': '70'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0339,Barboach,Water Ground,"{'Total': '288', 'HP': '50', 'Attack': '48', 'Defense': '43', 'Sp. Atk': '46', 'Sp. Def': '41', 'Speed': '60'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0340,Whiscash,Water Ground,"{'Total': '468', 'HP': '110', 'Attack': '78', 'Defense': '73', 'Sp. Atk': '76', 'Sp. Def': '71', 'Speed': '60'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0341,Corphish,Water ,"{'Total': '308', 'HP': '43', 'Attack': '80', 'Defense': '65', 'Sp. Atk': '50', 'Sp. Def': '35', 'Speed': '35'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0342,Crawdaunt,Water Dark,"{'Total': '468', 'HP': '63', 'Attack': '120', 'Defense': '85', 'Sp. Atk': '90', 'Sp. Def': '55', 'Speed': '55'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0343,Baltoy,Ground Psychic,"{'Total': '300', 'HP': '40', 'Attack': '40', 'Defense': '55', 'Sp. Atk': '40', 'Sp. Def': '70', 'Speed': '55'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0344,Claydol,Ground Psychic,"{'Total': '500', 'HP': '60', 'Attack': '70', 'Defense': '105', 'Sp. Atk': '70', 'Sp. Def': '120', 'Speed': '75'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0345,Lileep,Rock Grass,"{'Total': '355', 'HP': '66', 'Attack': '41', 'Defense': '77', 'Sp. Atk': '61', 'Sp. Def': '87', 'Speed': '23'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0346,Cradily,Rock Grass,"{'Total': '495', 'HP': '86', 'Attack': '81', 'Defense': '97', 'Sp. Atk': '81', 'Sp. Def': '107', 'Speed': '43'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0347,Anorith,Rock Bug,"{'Total': '355', 'HP': '45', 'Attack': '95', 'Defense': '50', 'Sp. Atk': '40', 'Sp. Def': '50', 'Speed': '75'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0348,Armaldo,Rock Bug,"{'Total': '495', 'HP': '75', 'Attack': '125', 'Defense': '100', 'Sp. Atk': '70', 'Sp. Def': '80', 'Speed': '45'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0349,Feebas,Water ,"{'Total': '200', 'HP': '20', 'Attack': '15', 'Defense': '20', 'Sp. Atk': '10', 'Sp. Def': '55', 'Speed': '80'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0350,Milotic,Water ,"{'Total': '540', 'HP': '95', 'Attack': '60', 'Defense': '79', 'Sp. Atk': '100', 'Sp. Def': '125', 'Speed': '81'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
0351,Castform,Normal ,"{'Total': '420', 'HP': '70', 'Attack': '70', 'Defense': '70', 'Sp. Atk': '70', 'Sp. Def': '70', 'Speed': '70'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Hoenn', 3)"
